,id,Region,Taxonomy,Dwellings,Buildings,Repl_cost_USD_m2,No_of_storeys,Dwl_per_storey,Dwl_area_m2
4092,AREA # 09117,Teodoro Schmidt,"CR/LWAL/DUC/H:1,3",1.7000000000000002,0.4,308000.0,2.0,2,70
4093,AREA # 09117,Teodoro Schmidt,"CR/LWAL/DUC/H:4,7",0.7,0.0,1155000.0,5.0,3,70
4094,AREA # 09117,Teodoro Schmidt,"CR/LWAL/DUC/H:8,19",0.6,0.0,3696000.0,12.0,4,70
4095,AREA # 09117,Teodoro Schmidt,MCF/DNO/H:1,2.25,2.3,35000.0,1.0,1,70
4096,AREA # 09117,Teodoro Schmidt,"MCF/DNO/H:1,3",14.4,9.6,84000.0,1.5,1,70
4097,AREA # 09117,Teodoro Schmidt,"MCF/DUC/H:1,3",8.05,2.0,256000.0,2.0,2,80
4098,AREA # 09117,Teodoro Schmidt,"MR/DNO/H:1,3",13.25,2.6,320000.0,2.5,2,80
4099,AREA # 09117,Teodoro Schmidt,"MR/DUC/H:1,3",3.15,0.6,385000.0,2.5,2,70
4100,AREA # 09117,Teodoro Schmidt,"MUR+STDRE/H:1,2",0.2,0.2,43750.0,1.25,1,70
4101,AREA # 09117,Teodoro Schmidt,"MUR/H:1,3",5.200000000000001,3.5,52500.0,1.5,1,70
4102,AREA # 09117,Teodoro Schmidt,UNK,140.39999999999998,140.4,35000.0,1.0,1,70
4103,AREA # 09117,Teodoro Schmidt,W+WLI/H:1,34.199999999999996,34.2,64000.0,1.0,1,80
4104,AREA # 09117,Teodoro Schmidt,"W+WLI/H:1,3",1145.3000000000002,763.5,96000.0,1.5,1,80
4105,AREA # 09117,Teodoro Schmidt,W+WS/H:1,59.400000000000006,59.4,35000.0,1.0,1,70
4106,AREA # 09117,Teodoro Schmidt,"W+WS/H:1,2",287.70000000000005,230.2,43750.0,1.25,1,70
4107,AREA # 09118,Toltén,"CR+PC/LWAL/H:1,3",3.0000000000000004,0.6,320000.0,2.5,2,80
4108,AREA # 09118,Toltén,"CR/LWAL/DNO/H:1,3",3.0,0.8,256000.0,2.0,2,80
4109,AREA # 09118,Toltén,"CR/LWAL/DUC/H:1,3",0.8,0.2,308000.0,2.0,2,70
4110,AREA # 09118,Toltén,"ER+ETR/H:1,2",0.2,0.2,43750.0,1.25,1,70
4111,AREA # 09118,Toltén,MCF/DNO/H:1,0.25,0.3,35000.0,1.0,1,70
4112,AREA # 09118,Toltén,"MCF/DNO/H:1,3",5.8500000000000005,3.9,84000.0,1.5,1,70
4113,AREA # 09118,Toltén,"MCF/DUC/H:1,3",3.8000000000000003,1.0,256000.0,2.0,2,80
4114,AREA # 09118,Toltén,"MR/DNO/H:1,3",5.15,1.0,320000.0,2.5,2,80
4115,AREA # 09118,Toltén,"MR/DUC/H:1,3",1.3100000000000003,0.3,385000.0,2.5,2,70
4116,AREA # 09118,Toltén,"MUR+ADO/H:1,2",0.8,0.6,43750.0,1.25,1,70
4117,AREA # 09118,Toltén,"MUR+STDRE/H:1,2",0.26,0.2,43750.0,1.25,1,70
4118,AREA # 09118,Toltén,"MUR/H:1,3",1.58,1.1,52500.0,1.5,1,70
4119,AREA # 09118,Toltén,UNK,46.8,46.8,35000.0,1.0,1,70
4120,AREA # 09118,Toltén,W+WLI/H:1,51.3,51.3,64000.0,1.0,1,80
4121,AREA # 09118,Toltén,"W+WLI/H:1,3",727.8000000000001,485.2,96000.0,1.5,1,80
4122,AREA # 09118,Toltén,W+WS/H:1,25.9,25.9,35000.0,1.0,1,70
4123,AREA # 09118,Toltén,"W+WS/H:1,2",183.20000000000002,146.6,43750.0,1.25,1,70
4124,AREA # 09119,Vilcún,"CR+PC/LWAL/H:1,3",11.400000000000002,2.3,320000.0,2.5,2,80
4125,AREA # 09119,Vilcún,"CR/LWAL/DNO/H:1,3",16.2,4.0,256000.0,2.0,2,80
4126,AREA # 09119,Vilcún,"CR/LWAL/DNO/H:4,7",0.85,0.1,960000.0,5.0,3,80
4127,AREA # 09119,Vilcún,"CR/LWAL/DUC/H:1,3",8.6,2.1,308000.0,2.0,2,70
4128,AREA # 09119,Vilcún,"CR/LWAL/DUC/H:4,7",1.15,0.1,1155000.0,5.0,3,70
4129,AREA # 09119,Vilcún,"CR/LWAL/DUC/H:8,19",0.8999999999999999,0.0,3696000.0,12.0,4,70
4130,AREA # 09119,Vilcún,MCF/DNO/H:1,5.7,5.7,35000.0,1.0,1,70
4131,AREA # 09119,Vilcún,"MCF/DNO/H:1,3",35.800000000000004,23.9,84000.0,1.5,1,70
4132,AREA # 09119,Vilcún,"MCF/DUC/H:1,3",21.099999999999998,5.3,256000.0,2.0,2,80
4133,AREA # 09119,Vilcún,"MR/DNO/H:1,3",34.95,7.0,320000.0,2.5,2,80
4134,AREA # 09119,Vilcún,"MR/DUC/H:1,3",10.049999999999999,2.0,385000.0,2.5,2,70
4135,AREA # 09119,Vilcún,"MUR+STDRE/H:1,2",1.1,0.9,43750.0,1.25,1,70
4136,AREA # 09119,Vilcún,"MUR/H:1,3",18.200000000000003,12.1,52500.0,1.5,1,70
4137,AREA # 09119,Vilcún,UNK,193.2,193.2,35000.0,1.0,1,70
4138,AREA # 09119,Vilcún,W+WLI/H:1,66.5,66.5,64000.0,1.0,1,80
4139,AREA # 09119,Vilcún,"W+WLI/H:1,3",1558.5000000000002,1039.0,96000.0,1.5,1,80
4140,AREA # 09119,Vilcún,W+WS/H:1,88.3,88.3,35000.0,1.0,1,70
4141,AREA # 09119,Vilcún,"W+WS/H:1,2",392.50000000000006,314.0,43750.0,1.25,1,70
4142,AREA # 09120,Villarrica,"CR+PC/LWAL/H:1,3",99.4,19.9,320000.0,2.5,2,80
4143,AREA # 09120,Villarrica,"CR/LWAL/DNO/H:1,3",68.45,17.1,256000.0,2.0,2,80
4144,AREA # 09120,Villarrica,"CR/LWAL/DNO/H:4,7",74.24999999999999,4.9,960000.0,5.0,3,80
4145,AREA # 09120,Villarrica,"CR/LWAL/DUC/H:1,3",48.050000000000004,12.0,308000.0,2.0,2,70
4146,AREA # 09120,Villarrica,"CR/LWAL/DUC/H:4,7",95.74999999999999,6.4,1155000.0,5.0,3,70
4147,AREA # 09120,Villarrica,"CR/LWAL/DUC/H:8,19",72.9,1.5,3696000.0,12.0,4,70
4148,AREA # 09120,Villarrica,MCF/DNO/H:1,37.300000000000004,37.3,35000.0,1.0,1,70
4149,AREA # 09120,Villarrica,"MCF/DNO/H:1,3",252.04999999999998,168.0,84000.0,1.5,1,70
4150,AREA # 09120,Villarrica,"MCF/DUC/H:1,3",191.70000000000002,47.9,256000.0,2.0,2,80
4151,AREA # 09120,Villarrica,"MR/DNO/H:1,3",220.6,44.1,320000.0,2.5,2,80
4152,AREA # 09120,Villarrica,"MR/DUC/H:1,3",97.59,19.5,385000.0,2.5,2,70
4153,AREA # 09120,Villarrica,"MUR+STDRE/H:1,2",3.4400000000000004,2.8,43750.0,1.25,1,70
4154,AREA # 09120,Villarrica,"MUR/H:1,3",104.52000000000001,69.7,52500.0,1.5,1,70
4155,AREA # 09120,Villarrica,UNK,295.4,295.4,35000.0,1.0,1,70
4156,AREA # 09120,Villarrica,W+WLI/H:1,278.5999999999999,278.6,64000.0,1.0,1,80
4157,AREA # 09120,Villarrica,"W+WLI/H:1,3",4841.3,3227.5,96000.0,1.5,1,80
4158,AREA # 09120,Villarrica,W+WS/H:1,130.0,130.0,35000.0,1.0,1,70
4159,AREA # 09120,Villarrica,"W+WS/H:1,2",1222.7,978.2,43750.0,1.25,1,70
4160,AREA # 09201,Angol,"CR+PC/LWAL/H:1,3",108.5,21.7,320000.0,2.5,2,80
4161,AREA # 09201,Angol,"CR/LWAL/DNO/H:1,3",479.5,119.9,256000.0,2.0,2,80
4162,AREA # 09201,Angol,"CR/LWAL/DNO/H:4,7",11.799999999999999,0.8,960000.0,5.0,3,80
4163,AREA # 09201,Angol,"CR/LWAL/DUC/H:1,3",186.40000000000003,46.6,308000.0,2.0,2,70
4164,AREA # 09201,Angol,"CR/LWAL/DUC/H:4,7",16.4,1.1,1155000.0,5.0,3,70
4165,AREA # 09201,Angol,"CR/LWAL/DUC/H:8,19",13.8,0.3,3696000.0,12.0,4,70
4166,AREA # 09201,Angol,ER+ETR/H:1,5.3,5.3,35000.0,1.0,1,70
4167,AREA # 09201,Angol,"ER+ETR/H:1,2",54.6,43.7,43750.0,1.25,1,70
4168,AREA # 09201,Angol,MCF/DNO/H:1,190.10000000000002,190.1,35000.0,1.0,1,70
4169,AREA # 09201,Angol,"MCF/DNO/H:1,3",648.2499999999999,432.2,84000.0,1.5,1,70
4170,AREA # 09201,Angol,"MCF/DUC/H:1,3",336.1,84.0,256000.0,2.0,2,80
4171,AREA # 09201,Angol,"MR/DNO/H:1,3",632.15,126.4,320000.0,2.5,2,80
4172,AREA # 09201,Angol,"MR/DUC/H:1,3",162.64,32.5,385000.0,2.5,2,70
4173,AREA # 09201,Angol,MUR+ADO/H:1,10.699999999999998,10.7,35000.0,1.0,1,70
4174,AREA # 09201,Angol,"MUR+ADO/H:1,2",218.4,174.7,43750.0,1.25,1,70
4175,AREA # 09201,Angol,"MUR+STDRE/H:1,2",26.14,20.9,43750.0,1.25,1,70
4176,AREA # 09201,Angol,"MUR/H:1,3",437.21999999999997,291.5,52500.0,1.5,1,70
4177,AREA # 09201,Angol,UNK,998.5,998.5,35000.0,1.0,1,70
4178,AREA # 09201,Angol,W+WLI/H:1,204.00000000000003,204.0,64000.0,1.0,1,80
4179,AREA # 09201,Angol,"W+WLI/H:1,3",5023.9,3349.3,96000.0,1.5,1,80
4180,AREA # 09201,Angol,W+WS/H:1,453.5,453.5,35000.0,1.0,1,70
4181,AREA # 09201,Angol,"W+WS/H:1,2",1262.1,1009.7,43750.0,1.25,1,70
4182,AREA # 09202,Collipulli,"CR+PC/LWAL/H:1,3",25.6,5.1,320000.0,2.5,2,80
4183,AREA # 09202,Collipulli,"CR/LWAL/DNO/H:1,3",83.39999999999999,20.8,256000.0,2.0,2,80
4184,AREA # 09202,Collipulli,"CR/LWAL/DNO/H:4,7",0.25,0.0,960000.0,5.0,3,80
4185,AREA # 09202,Collipulli,"CR/LWAL/DUC/H:1,3",24.500000000000004,6.1,308000.0,2.0,2,70
4186,AREA # 09202,Collipulli,"CR/LWAL/DUC/H:4,7",0.35,0.0,1155000.0,5.0,3,70
4187,AREA # 09202,Collipulli,"CR/LWAL/DUC/H:8,19",0.3,0.0,3696000.0,12.0,4,70
4188,AREA # 09202,Collipulli,ER+ETR/H:1,1.7999999999999998,1.8,35000.0,1.0,1,70
4189,AREA # 09202,Collipulli,"ER+ETR/H:1,2",0.4,0.3,43750.0,1.25,1,70
4190,AREA # 09202,Collipulli,MCF/DNO/H:1,21.200000000000003,21.2,35000.0,1.0,1,70
4191,AREA # 09202,Collipulli,"MCF/DNO/H:1,3",93.55000000000001,62.4,84000.0,1.5,1,70
4192,AREA # 09202,Collipulli,"MCF/DUC/H:1,3",53.95,13.5,256000.0,2.0,2,80
4193,AREA # 09202,Collipulli,"MR/DNO/H:1,3",87.8,17.6,320000.0,2.5,2,80
4194,AREA # 09202,Collipulli,"MR/DUC/H:1,3",21.220000000000002,4.2,385000.0,2.5,2,70
4195,AREA # 09202,Collipulli,MUR+ADO/H:1,4.199999999999999,4.2,35000.0,1.0,1,70
4196,AREA # 09202,Collipulli,"MUR+ADO/H:1,2",1.6,1.3,43750.0,1.25,1,70
4197,AREA # 09202,Collipulli,"MUR+STDRE/H:1,2",4.22,3.4,43750.0,1.25,1,70
4198,AREA # 09202,Collipulli,"MUR/H:1,3",50.660000000000004,33.8,52500.0,1.5,1,70
4199,AREA # 09202,Collipulli,UNK,326.8,326.8,35000.0,1.0,1,70
4200,AREA # 09202,Collipulli,W+WLI/H:1,108.5,108.5,64000.0,1.0,1,80
4201,AREA # 09202,Collipulli,"W+WLI/H:1,3",2547.6000000000004,1698.4,96000.0,1.5,1,80
4202,AREA # 09202,Collipulli,W+WS/H:1,150.7,150.7,35000.0,1.0,1,70
4203,AREA # 09202,Collipulli,"W+WS/H:1,2",640.4000000000001,512.3,43750.0,1.25,1,70
4204,AREA # 09203,Curacautín,"CR+PC/LWAL/H:1,3",26.2,5.2,320000.0,2.5,2,80
4205,AREA # 09203,Curacautín,"CR/LWAL/DNO/H:1,3",34.8,8.7,256000.0,2.0,2,80
4206,AREA # 09203,Curacautín,"CR/LWAL/DNO/H:4,7",2.25,0.1,960000.0,5.0,3,80
4207,AREA # 09203,Curacautín,"CR/LWAL/DUC/H:1,3",8.3,2.1,308000.0,2.0,2,70
4208,AREA # 09203,Curacautín,"CR/LWAL/DUC/H:4,7",3.15,0.2,1155000.0,5.0,3,70
4209,AREA # 09203,Curacautín,"CR/LWAL/DUC/H:8,19",2.7,0.1,3696000.0,12.0,4,70
4210,AREA # 09203,Curacautín,MCF/DNO/H:1,5.75,5.8,35000.0,1.0,1,70
4211,AREA # 09203,Curacautín,"MCF/DNO/H:1,3",55.0,36.7,84000.0,1.5,1,70
4212,AREA # 09203,Curacautín,"MCF/DUC/H:1,3",36.449999999999996,9.1,256000.0,2.0,2,80
4213,AREA # 09203,Curacautín,"MR/DNO/H:1,3",48.35,9.7,320000.0,2.5,2,80
4214,AREA # 09203,Curacautín,"MR/DUC/H:1,3",10.690000000000001,2.1,385000.0,2.5,2,70
4215,AREA # 09203,Curacautín,"MUR+STDRE/H:1,2",1.6400000000000001,1.3,43750.0,1.25,1,70
4216,AREA # 09203,Curacautín,"MUR/H:1,3",14.720000000000002,9.8,52500.0,1.5,1,70
4217,AREA # 09203,Curacautín,UNK,134.59999999999997,134.6,35000.0,1.0,1,70
4218,AREA # 09203,Curacautín,W+WLI/H:1,98.2,98.2,64000.0,1.0,1,80
4219,AREA # 09203,Curacautín,"W+WLI/H:1,3",2417.9,1611.9,96000.0,1.5,1,80
4220,AREA # 09203,Curacautín,W+WS/H:1,69.2,69.2,35000.0,1.0,1,70
4221,AREA # 09203,Curacautín,"W+WS/H:1,2",606.1,484.9,43750.0,1.25,1,70
4222,AREA # 09204,Ercilla,"CR+PC/LWAL/H:1,3",4.800000000000001,1.0,320000.0,2.5,2,80
4223,AREA # 09204,Ercilla,"CR/LWAL/DNO/H:1,3",6.0,1.5,256000.0,2.0,2,80
4224,AREA # 09204,Ercilla,"CR/LWAL/DNO/H:4,7",0.25,0.0,960000.0,5.0,3,80
4225,AREA # 09204,Ercilla,"CR/LWAL/DUC/H:1,3",2.1,0.5,308000.0,2.0,2,70
4226,AREA # 09204,Ercilla,"CR/LWAL/DUC/H:4,7",0.35,0.0,1155000.0,5.0,3,70
4227,AREA # 09204,Ercilla,"CR/LWAL/DUC/H:8,19",0.3,0.0,3696000.0,12.0,4,70
4228,AREA # 09204,Ercilla,"ER+ETR/H:1,2",1.6,1.3,43750.0,1.25,1,70
4229,AREA # 09204,Ercilla,MCF/DNO/H:1,1.6,1.6,35000.0,1.0,1,70
4230,AREA # 09204,Ercilla,"MCF/DNO/H:1,3",11.65,7.8,84000.0,1.5,1,70
4231,AREA # 09204,Ercilla,"MCF/DUC/H:1,3",7.250000000000001,1.8,256000.0,2.0,2,80
4232,AREA # 09204,Ercilla,"MR/DNO/H:1,3",10.7,2.1,320000.0,2.5,2,80
4233,AREA # 09204,Ercilla,"MR/DUC/H:1,3",2.58,0.5,385000.0,2.5,2,70
4234,AREA # 09204,Ercilla,"MUR+ADO/H:1,2",6.4,5.1,43750.0,1.25,1,70
4235,AREA # 09204,Ercilla,"MUR+STDRE/H:1,2",0.28,0.2,43750.0,1.25,1,70
4236,AREA # 09204,Ercilla,"MUR/H:1,3",4.140000000000001,2.8,52500.0,1.5,1,70
4237,AREA # 09204,Ercilla,UNK,54.099999999999994,54.1,35000.0,1.0,1,70
4238,AREA # 09204,Ercilla,W+WLI/H:1,35.39999999999999,35.4,64000.0,1.0,1,80
4239,AREA # 09204,Ercilla,"W+WLI/H:1,3",580.0000000000001,386.7,96000.0,1.5,1,80
4240,AREA # 09204,Ercilla,W+WS/H:1,27.5,27.5,35000.0,1.0,1,70
4241,AREA # 09204,Ercilla,"W+WS/H:1,2",146.00000000000003,116.8,43750.0,1.25,1,70
4242,AREA # 09205,Lonquimay,"CR+PC/LWAL/H:1,3",7.200000000000001,1.4,320000.0,2.5,2,80
4243,AREA # 09205,Lonquimay,"CR/LWAL/DNO/H:1,3",3.0,0.8,256000.0,2.0,2,80
4244,AREA # 09205,Lonquimay,"CR/LWAL/DNO/H:4,7",0.1,0.0,960000.0,5.0,3,80
4245,AREA # 09205,Lonquimay,"CR/LWAL/DUC/H:1,3",1.6,0.4,308000.0,2.0,2,70
4246,AREA # 09205,Lonquimay,"CR/LWAL/DUC/H:4,7",0.1,0.0,1155000.0,5.0,3,70
4247,AREA # 09205,Lonquimay,MCF/DNO/H:1,1.15,1.1,35000.0,1.0,1,70
4248,AREA # 09205,Lonquimay,"MCF/DNO/H:1,3",14.350000000000001,9.6,84000.0,1.5,1,70
4249,AREA # 09205,Lonquimay,"MCF/DUC/H:1,3",9.15,2.3,256000.0,2.0,2,80
4250,AREA # 09205,Lonquimay,"MR/DNO/H:1,3",12.95,2.6,320000.0,2.5,2,80
4251,AREA # 09205,Lonquimay,"MR/DUC/H:1,3",3.2,0.6,385000.0,2.5,2,70
4252,AREA # 09205,Lonquimay,"MUR+STDRE/H:1,2",0.1,0.1,43750.0,1.25,1,70
4253,AREA # 09205,Lonquimay,"MUR/H:1,3",3.1,2.1,52500.0,1.5,1,70
4254,AREA # 09205,Lonquimay,UNK,87.89999999999999,87.9,35000.0,1.0,1,70
4255,AREA # 09205,Lonquimay,W+WLI/H:1,15.200000000000001,15.2,64000.0,1.0,1,80
4256,AREA # 09205,Lonquimay,"W+WLI/H:1,3",573.5000000000001,382.3,96000.0,1.5,1,80
4257,AREA # 09205,Lonquimay,W+WS/H:1,38.89999999999999,38.9,35000.0,1.0,1,70
4258,AREA # 09205,Lonquimay,"W+WS/H:1,2",143.50000000000003,114.8,43750.0,1.25,1,70
4259,AREA # 09206,Los Sauces,"CR+PC/LWAL/H:1,3",5.800000000000001,1.2,320000.0,2.5,2,80
4260,AREA # 09206,Los Sauces,"CR/LWAL/DNO/H:1,3",27.599999999999998,6.9,256000.0,2.0,2,80
4261,AREA # 09206,Los Sauces,"CR/LWAL/DNO/H:4,7",0.25,0.0,960000.0,5.0,3,80
4262,AREA # 09206,Los Sauces,"CR/LWAL/DUC/H:1,3",16.5,4.1,308000.0,2.0,2,70
4263,AREA # 09206,Los Sauces,"CR/LWAL/DUC/H:4,7",0.35,0.0,1155000.0,5.0,3,70
4264,AREA # 09206,Los Sauces,"CR/LWAL/DUC/H:8,19",0.3,0.0,3696000.0,12.0,4,70
4265,AREA # 09206,Los Sauces,ER+ETR/H:1,1.8,1.8,35000.0,1.0,1,70
4266,AREA # 09206,Los Sauces,"ER+ETR/H:1,2",17.8,14.2,43750.0,1.25,1,70
4267,AREA # 09206,Los Sauces,MCF/DNO/H:1,9.25,9.3,35000.0,1.0,1,70
4268,AREA # 09206,Los Sauces,"MCF/DNO/H:1,3",40.099999999999994,26.7,84000.0,1.5,1,70
4269,AREA # 09206,Los Sauces,"MCF/DUC/H:1,3",23.2,5.8,256000.0,2.0,2,80
4270,AREA # 09206,Los Sauces,"MR/DNO/H:1,3",43.7,8.7,320000.0,2.5,2,80
4271,AREA # 09206,Los Sauces,"MR/DUC/H:1,3",14.430000000000003,2.9,385000.0,2.5,2,70
4272,AREA # 09206,Los Sauces,MUR+ADO/H:1,4.2,4.2,35000.0,1.0,1,70
4273,AREA # 09206,Los Sauces,"MUR+ADO/H:1,2",71.2,57.0,43750.0,1.25,1,70
4274,AREA # 09206,Los Sauces,"MUR+STDRE/H:1,2",1.08,0.9,43750.0,1.25,1,70
4275,AREA # 09206,Los Sauces,"MUR/H:1,3",30.44,20.3,52500.0,1.5,1,70
4276,AREA # 09206,Los Sauces,UNK,110.5,110.5,35000.0,1.0,1,70
4277,AREA # 09206,Los Sauces,W+WLI/H:1,27.200000000000003,27.2,64000.0,1.0,1,80
4278,AREA # 09206,Los Sauces,"W+WLI/H:1,3",403.6,269.1,96000.0,1.5,1,80
4279,AREA # 09206,Los Sauces,W+WS/H:1,49.3,49.3,35000.0,1.0,1,70
4280,AREA # 09206,Los Sauces,"W+WS/H:1,2",101.4,81.1,43750.0,1.25,1,70
4281,AREA # 09207,Lumaco,"CR+PC/LWAL/H:1,3",6.000000000000001,1.2,320000.0,2.5,2,80
4282,AREA # 09207,Lumaco,"CR/LWAL/DNO/H:1,3",14.399999999999997,3.6,256000.0,2.0,2,80
4283,AREA # 09207,Lumaco,"CR/LWAL/DUC/H:1,3",6.300000000000001,1.6,308000.0,2.0,2,70
4284,AREA # 09207,Lumaco,"ER+ETR/H:1,2",0.8,0.6,43750.0,1.25,1,70
4285,AREA # 09207,Lumaco,MCF/DNO/H:1,3.8500000000000005,3.9,35000.0,1.0,1,70
4286,AREA # 09207,Lumaco,"MCF/DNO/H:1,3",21.35,14.2,84000.0,1.5,1,70
4287,AREA # 09207,Lumaco,"MCF/DUC/H:1,3",12.900000000000002,3.2,256000.0,2.0,2,80
4288,AREA # 09207,Lumaco,"MR/DNO/H:1,3",21.15,4.2,320000.0,2.5,2,80
4289,AREA # 09207,Lumaco,"MR/DUC/H:1,3",6.09,1.2,385000.0,2.5,2,70
4290,AREA # 09207,Lumaco,"MUR+ADO/H:1,2",3.2,2.6,43750.0,1.25,1,70
4291,AREA # 09207,Lumaco,"MUR+STDRE/H:1,2",0.64,0.5,43750.0,1.25,1,70
4292,AREA # 09207,Lumaco,"MUR/H:1,3",12.32,8.2,52500.0,1.5,1,70
4293,AREA # 09207,Lumaco,UNK,58.4,58.4,35000.0,1.0,1,70
4294,AREA # 09207,Lumaco,W+WLI/H:1,45.199999999999996,45.2,64000.0,1.0,1,80
4295,AREA # 09207,Lumaco,"W+WLI/H:1,3",645.8000000000001,430.5,96000.0,1.5,1,80
4296,AREA # 09207,Lumaco,W+WS/H:1,29.400000000000002,29.4,35000.0,1.0,1,70
4297,AREA # 09207,Lumaco,"W+WS/H:1,2",162.20000000000002,129.8,43750.0,1.25,1,70
4298,AREA # 09208,Purén,"CR+PC/LWAL/H:1,3",19.400000000000002,3.9,320000.0,2.5,2,80
4299,AREA # 09208,Purén,"CR/LWAL/DNO/H:1,3",24.6,6.2,256000.0,2.0,2,80
4300,AREA # 09208,Purén,"CR/LWAL/DNO/H:4,7",0.6,0.0,960000.0,5.0,3,80
4301,AREA # 09208,Purén,"CR/LWAL/DUC/H:1,3",12.7,3.2,308000.0,2.0,2,70
4302,AREA # 09208,Purén,"CR/LWAL/DUC/H:4,7",0.7999999999999999,0.1,1155000.0,5.0,3,70
4303,AREA # 09208,Purén,"CR/LWAL/DUC/H:8,19",0.6,0.0,3696000.0,12.0,4,70
4304,AREA # 09208,Purén,ER+ETR/H:1,0.8999999999999999,0.9,35000.0,1.0,1,70
4305,AREA # 09208,Purén,"ER+ETR/H:1,2",1.6,1.3,43750.0,1.25,1,70
4306,AREA # 09208,Purén,MCF/DNO/H:1,11.500000000000002,11.5,35000.0,1.0,1,70
4307,AREA # 09208,Purén,"MCF/DNO/H:1,3",59.95,40.0,84000.0,1.5,1,70
4308,AREA # 09208,Purén,"MCF/DUC/H:1,3",34.9,8.7,256000.0,2.0,2,80
4309,AREA # 09208,Purén,"MR/DNO/H:1,3",57.2,11.4,320000.0,2.5,2,80
4310,AREA # 09208,Purén,"MR/DUC/H:1,3",14.670000000000002,2.9,385000.0,2.5,2,70
4311,AREA # 09208,Purén,MUR+ADO/H:1,1.9,1.9,35000.0,1.0,1,70
4312,AREA # 09208,Purén,"MUR+ADO/H:1,2",6.4,5.1,43750.0,1.25,1,70
4313,AREA # 09208,Purén,"MUR+STDRE/H:1,2",0.8200000000000001,0.7,43750.0,1.25,1,70
4314,AREA # 09208,Purén,"MUR/H:1,3",29.260000000000005,19.5,52500.0,1.5,1,70
4315,AREA # 09208,Purén,UNK,170.2,170.2,35000.0,1.0,1,70
4316,AREA # 09208,Purén,W+WLI/H:1,55.5,55.5,64000.0,1.0,1,80
4317,AREA # 09208,Purén,"W+WLI/H:1,3",1226.9999999999998,818.0,96000.0,1.5,1,80
4318,AREA # 09208,Purén,W+WS/H:1,79.5,79.5,35000.0,1.0,1,70
4319,AREA # 09208,Purén,"W+WS/H:1,2",307.99999999999994,246.4,43750.0,1.25,1,70
4320,AREA # 09209,Renaico,"CR+PC/LWAL/H:1,3",7.800000000000002,1.6,320000.0,2.5,2,80
4321,AREA # 09209,Renaico,"CR/LWAL/DNO/H:1,3",33.7,8.4,256000.0,2.0,2,80
4322,AREA # 09209,Renaico,"CR/LWAL/DNO/H:4,7",0.25,0.0,960000.0,5.0,3,80
4323,AREA # 09209,Renaico,"CR/LWAL/DUC/H:1,3",20.4,5.1,308000.0,2.0,2,70
4324,AREA # 09209,Renaico,"CR/LWAL/DUC/H:4,7",0.35,0.0,1155000.0,5.0,3,70
4325,AREA # 09209,Renaico,"CR/LWAL/DUC/H:8,19",0.3,0.0,3696000.0,12.0,4,70
4326,AREA # 09209,Renaico,"ER+ETR/H:1,2",2.8000000000000003,2.2,43750.0,1.25,1,70
4327,AREA # 09209,Renaico,MCF/DNO/H:1,20.55,20.6,35000.0,1.0,1,70
4328,AREA # 09209,Renaico,"MCF/DNO/H:1,3",65.65,43.8,84000.0,1.5,1,70
4329,AREA # 09209,Renaico,"MCF/DUC/H:1,3",31.85,8.0,256000.0,2.0,2,80
4330,AREA # 09209,Renaico,"MR/DNO/H:1,3",67.15,13.4,320000.0,2.5,2,80
4331,AREA # 09209,Renaico,"MR/DUC/H:1,3",18.560000000000006,3.7,385000.0,2.5,2,70
4332,AREA # 09209,Renaico,"MUR+ADO/H:1,2",11.200000000000001,9.0,43750.0,1.25,1,70
4333,AREA # 09209,Renaico,"MUR+STDRE/H:1,2",2.16,1.7,43750.0,1.25,1,70
4334,AREA # 09209,Renaico,"MUR/H:1,3",49.28,32.9,52500.0,1.5,1,70
4335,AREA # 09209,Renaico,UNK,129.89999999999998,129.9,35000.0,1.0,1,70
4336,AREA # 09209,Renaico,W+WLI/H:1,48.29999999999999,48.3,64000.0,1.0,1,80
4337,AREA # 09209,Renaico,"W+WLI/H:1,3",1035.9,690.6,96000.0,1.5,1,80
4338,AREA # 09209,Renaico,W+WS/H:1,61.8,61.8,35000.0,1.0,1,70
4339,AREA # 09209,Renaico,"W+WS/H:1,2",261.1,208.9,43750.0,1.25,1,70
4340,AREA # 09210,Traiguen,"CR+PC/LWAL/H:1,3",22.0,4.4,320000.0,2.5,2,80
4341,AREA # 09210,Traiguen,"CR/LWAL/DNO/H:1,3",192.1,48.0,256000.0,2.0,2,80
4342,AREA # 09210,Traiguen,"CR/LWAL/DNO/H:4,7",2.0,0.1,960000.0,5.0,3,80
4343,AREA # 09210,Traiguen,"CR/LWAL/DUC/H:1,3",93.40000000000002,23.4,308000.0,2.0,2,70
4344,AREA # 09210,Traiguen,"CR/LWAL/DUC/H:4,7",1.7000000000000002,0.1,1155000.0,5.0,3,70
4345,AREA # 09210,Traiguen,"CR/LWAL/DUC/H:8,19",1.2,0.0,3696000.0,12.0,4,70
4346,AREA # 09210,Traiguen,ER+ETR/H:1,2.6999999999999997,2.7,35000.0,1.0,1,70
4347,AREA # 09210,Traiguen,"ER+ETR/H:1,2",15.8,12.6,43750.0,1.25,1,70
4348,AREA # 09210,Traiguen,MCF/DNO/H:1,55.70000000000001,55.7,35000.0,1.0,1,70
4349,AREA # 09210,Traiguen,"MCF/DNO/H:1,3",213.04999999999995,142.0,84000.0,1.5,1,70
